CustomerID,CustomerName,Gender,DOB,City,State,Phone,Email
C00069,Customer_69,F,1997-11-12,Bangalore,Tamil Nadu,9677280546,customer69@example.com
C00070,Customer_70,M,1992-09-10,Pune,Karnataka,9474745382,customer70@example.com
C00071,Customer_71,M,2009-06-10,Mumbai,Telangana,9406002884,customer71@example.com
C00072,Customer_72,M,1989-08-28,Pune,Kerala,9966616964,customer72@example.com
C00073,Customer_73,M,1999-12-17,Pune,Gujarat,9211225158,customer73@example.com
C00074,Customer_74,M,1981-11-12,Bangalore,Tamil Nadu,9897163846,customer74@example.com
C00075,Customer_75,M,1982-03-21,Pune,Kerala,9326161867,customer75@example.com
C00076,Customer_76,F,1979-02-18,Pune,Kerala,9624557080,customer76@example.com
C00077,Customer_77,F,2010-08-12,Chennai,Tamil Nadu,9781057736,customer77@example.com
C00078,Customer_78,F,2007-03-16,Pune,Tamil Nadu,9103807155,customer78@example.com
C00079,Customer_79,F,2004-08-04,Hyderabad,Gujarat,9381272327,customer79@example.com
C00080,Customer_80,M,2003-04-02,Ahmedabad,Kerala,9857704655,customer80@example.com
C00081,Customer_81,F,1995-02-28,Chennai,Tamil Nadu,9180792472,customer81@example.com
C00082,Customer_82,M,1994-06-22,Chennai,Telangana,9725464884,customer82@example.com
C00083,Customer_83,M,1989-04-12,Hyderabad,Tamil Nadu,9430989881,customer83@example.com
C00084,Customer_84,F,2010-04-29,Chennai,Telangana,9325567963,customer84@example.com
C00085,Customer_85,M,1999-12-02,Bangalore,Telangana,9937643439,customer85@example.com
C00086,Customer_86,F,1997-11-03,Hyderabad,Karnataka,9274484941,customer86@example.com
C00087,Customer_87,M,2009-07-16,Madurai,Tamil Nadu,9292587044,customer87@example.com
C00088,Customer_88,F,2005-02-04,Madurai,Gujarat,9889262019,customer88@example.com
C00089,Customer_89,M,1981-12-20,Hyderabad,Gujarat,9216066793,customer89@example.com
C00090,Customer_90,F,2009-02-14,Chennai,Maharashtra,9338836384,customer90@example.com
C00091,Customer_91,M,2006-08-18,Ahmedabad,Telangana,9427696198,customer91@example.com
C00092,Customer_92,M,1980-01-01,Chennai,Gujarat,9307371533,customer92@example.com
C00093,Customer_93,F,1984-09-22,Pune,Tamil Nadu,9930353157,customer93@example.com
C00094,Customer_94,F,1985-10-02,Madurai,Gujarat,9675757257,customer94@example.com
C00095,Customer_95,F,1971-03-29,Bangalore,Telangana,9291735734,customer95@example.com
C00096,Customer_96,F,1971-09-19,Bangalore,Kerala,9566609283,customer96@example.com
C00097,Customer_97,F,2002-09-06,Kochi,Maharashtra,9750911797,customer97@example.com
C00098,Customer_98,M,1987-04-13,Mumbai,Telangana,9147659674,customer98@example.com
C00099,Customer_99,F,1970-01-28,Mumbai,Telangana,9563102056,customer99@example.com
C00100,Customer_100,M,1999-10-18,Kochi,Kerala,9437064353,customer100@example.com
C00101,Customer_101,M,2002-04-15,Pune,Kerala,9432091877,customer101@example.com
C00102,Customer_102,F,1984-08-19,Madurai,Gujarat,9417457352,customer102@example.com
C00103,Customer_103,M,1978-08-10,Madurai,Gujarat,9507104143,customer103@example.com
C00104,Customer_104,M,1997-08-11,Pune,Maharashtra,9688343096,customer104@example.com
C00105,Customer_105,M,1983-08-19,Pune,Karnataka,9561588882,customer105@example.com
C00106,Customer_106,F,1990-11-10,Ahmedabad,Maharashtra,9825449223,customer106@example.com
C00107,Customer_107,M,1992-12-06,Ahmedabad,Gujarat,9282204745,customer107@example.com
C00108,Customer_108,M,1982-09-24,Kochi,Tamil Nadu,9978775497,customer108@example.com
C00109,Customer_109,M,2000-03-07,Pune,Karnataka,9966040317,customer109@example.com
C00110,Customer_110,M,1976-08-11,Chennai,Tamil Nadu,9362897676,customer110@example.com
C00111,Customer_111,F,1997-06-03,Bangalore,Maharashtra,9545002643,customer111@example.com
C00112,Customer_112,M,2002-03-23,Madurai,Maharashtra,9529123992,customer112@example.com
C00113,Customer_113,M,1976-08-14,Chennai,Tamil Nadu,9935822550,customer113@example.com
C00114,Customer_114,F,1979-10-26,Hyderabad,Gujarat,9656152900,customer114@example.com
C00115,Customer_115,F,1972-04-02,Mumbai,Tamil Nadu,9590122159,customer115@example.com
C00116,Customer_116,M,2005-12-13,Ahmedabad,Gujarat,9670298515,customer116@example.com
C00117,Customer_117,F,2003-11-18,Ahmedabad,Kerala,9975106572,customer117@example.com
C00118,Customer_118,F,2007-04-05,Ahmedabad,Karnataka,9898493949,customer118@example.com
C00119,Customer_119,F,1990-03-10,Pune,Karnataka,9784683755,customer119@example.com
C00120,Customer_120,F,2004-05-09,Ahmedabad,Gujarat,9356888294,customer120@example.com
C00121,Customer_121,F,1989-09-24,Bangalore,Gujarat,9406798268,customer121@example.com
C00122,Customer_122,M,1982-03-10,Kochi,Telangana,9679984033,customer122@example.com
C00123,Customer_123,M,1976-03-17,Hyderabad,Karnataka,9511281012,customer123@example.com
C00124,Customer_124,M,2001-09-08,Mumbai,Tamil Nadu,9545461013,customer124@example.com
C00125,Customer_125,F,1984-11-04,Ahmedabad,Maharashtra,9166857303,customer125@example.com
C00126,Customer_126,M,2007-05-13,Madurai,Maharashtra,9926561919,customer126@example.com
C00127,Customer_127,M,2008-06-06,Madurai,Maharashtra,9106330865,customer127@example.com
C00128,Customer_128,F,1983-05-25,Madurai,Maharashtra,9677909930,customer128@example.com
C00129,Customer_129,M,1991-11-26,Mumbai,Telangana,9567975319,customer129@example.com
C00130,Customer_130,F,1971-04-21,Madurai,Telangana,9818197581,customer130@example.com
C00131,Customer_131,F,2002-06-26,Hyderabad,Maharashtra,9237039296,customer131@example.com
C00132,Customer_132,M,2010-09-07,Madurai,Kerala,9706011277,customer132@example.com
C00133,Customer_133,M,1973-10-07,Madurai,Karnataka,9595744935,customer133@example.com
C00134,Customer_134,M,1972-04-03,Pune,Maharashtra,9451492250,customer134@example.com
C00135,Customer_135,M,1990-05-25,Kochi,Telangana,9917364173,customer135@example.com
C00136,Customer_136,F,1982-06-25,Madurai,Telangana,9996478772,customer136@example.com
C00137,Customer_137,M,1991-02-05,Chennai,Gujarat,9679196799,customer137@example.com
C00138,Customer_138,M,1985-09-12,Mumbai,Gujarat,9173678414,customer138@example.com
C00139,Customer_139,M,2003-11-01,Chennai,Karnataka,9314061901,customer139@example.com
C00140,Customer_140,M,1997-11-14,Hyderabad,Karnataka,9235528741,customer140@example.com
C00141,Customer_141,F,2000-01-12,Bangalore,Kerala,9334037646,customer141@example.com
C00142,Customer_142,F,2001-05-18,Pune,Telangana,9280162221,customer142@example.com
C00143,Customer_143,M,2004-11-21,Hyderabad,Telangana,9216070149,customer143@example.com
C00144,Customer_144,M,1983-12-30,Madurai,Maharashtra,9867741192,customer144@example.com
C00145,Customer_145,M,1973-05-30,Mumbai,Tamil Nadu,9848605284,customer145@example.com
C00146,Customer_146,F,2008-02-22,Bangalore,Kerala,9940348305,customer146@example.com
C00147,Customer_147,M,1985-07-29,Madurai,Gujarat,9497897455,customer147@example.com
C00148,Customer_148,M,1992-09-11,Kochi,Tamil Nadu,9551034639,customer148@example.com
C00149,Customer_149,F,1974-09-26,Madurai,Telangana,9782454310,customer149@example.com
C00150,Customer_150,F,2001-09-23,Hyderabad,Maharashtra,9289125618,customer150@example.com
C00151,Customer_151,F,1997-08-18,Ahmedabad,Maharashtra,9567694547,customer151@example.com
C00152,Customer_152,F,1984-06-16,Mumbai,Tamil Nadu,9399496923,customer152@example.com
C00153,Customer_153,F,1980-12-09,Ahmedabad,Kerala,9755338677,customer153@example.com
C00154,Customer_154,F,1985-02-02,Chennai,Maharashtra,9448981305,customer154@example.com
C00155,Customer_155,M,1991-11-15,Mumbai,Telangana,9956665975,customer155@example.com
C00156,Customer_156,F,1985-04-08,Pune,Kerala,9852890318,customer156@example.com
C00157,Customer_157,F,1994-12-07,Chennai,Kerala,9305145276,customer157@example.com
C00158,Customer_158,M,1980-10-29,Madurai,Maharashtra,9696115913,customer158@example.com
C00159,Customer_159,M,2000-12-23,Ahmedabad,Gujarat,9864334960,customer159@example.com
C00160,Customer_160,F,1990-02-07,Chennai,Tamil Nadu,9415933049,customer160@example.com
C00161,Customer_161,M,1988-02-21,Mumbai,Telangana,9812921644,customer161@example.com
C00162,Customer_162,F,1991-03-25,Kochi,Maharashtra,9900942073,customer162@example.com
C00163,Customer_163,F,1985-10-13,Ahmedabad,Telangana,9429233929,customer163@example.com
C00164,Customer_164,F,1980-05-05,Bangalore,Gujarat,9306785808,customer164@example.com
C00165,Customer_165,F,1975-05-13,Hyderabad,Karnataka,9332341238,customer165@example.com
C00166,Customer_166,F,1982-05-28,Pune,Tamil Nadu,9994027897,customer166@example.com
C00167,Customer_167,M,1983-04-16,Mumbai,Telangana,9292673892,customer167@example.com
C00168,Customer_168,F,1970-08-20,Hyderabad,Telangana,9148872110,customer168@example.com
C00169,Customer_169,M,1994-10-28,Pune,Gujarat,9235591568,customer169@example.com
C00170,Customer_170,F,1974-08-08,Chennai,Kerala,9405307028,customer170@example.com
C00171,Customer_171,F,1991-06-23,Ahmedabad,Telangana,9297958983,customer171@example.com
C00172,Customer_172,M,1981-04-29,Ahmedabad,Tamil Nadu,9982739959,customer172@example.com
C00173,Customer_173,M,1987-12-23,Ahmedabad,Tamil Nadu,9719571745,customer173@example.com
C00174,Customer_174,M,1976-10-21,Hyderabad,Kerala,9426240903,customer174@example.com
C00175,Customer_175,M,1981-02-18,Bangalore,Kerala,9920814900,customer175@example.com
C00176,Customer_176,F,1997-03-13,Mumbai,Kerala,9508427798,customer176@example.com
C00177,Customer_177,F,2010-10-02,Ahmedabad,Telangana,9731924051,customer177@example.com
C00178,Customer_178,F,1983-09-13,Chennai,Kerala,9894664845,customer178@example.com
C00179,Customer_179,M,2004-03-19,Mumbai,Gujarat,9326586581,customer179@example.com
C00180,Customer_180,F,1999-08-17,Bangalore,Karnataka,9357553274,customer180@example.com
C00181,Customer_181,M,1994-10-05,Bangalore,Karnataka,9102873038,customer181@example.com
C00182,Customer_182,F,1990-03-18,Ahmedabad,Telangana,9135046782,customer182@example.com
C00183,Customer_183,M,1982-12-04,Pune,Gujarat,9587512424,customer183@example.com
C00184,Customer_184,M,2000-11-01,Mumbai,Telangana,9945923902,customer184@example.com
C00185,Customer_185,M,1989-01-26,Bangalore,Kerala,9341387305,customer185@example.com
C00186,Customer_186,M,2010-10-01,Pune,Karnataka,9176675731,customer186@example.com
C00187,Customer_187,M,1977-06-11,Pune,Kerala,9904187231,customer187@example.com
C00188,Customer_188,F,1989-09-13,Bangalore,Maharashtra,9839462365,customer188@example.com
C00189,Customer_189,F,2001-05-22,Madurai,Telangana,9637377910,customer189@example.com
C00190,Customer_190,F,1989-08-21,Bangalore,Kerala,9142800191,customer190@example.com
C00191,Customer_191,F,2002-12-13,Kochi,Kerala,9368830491,customer191@example.com
C00192,Customer_192,M,1974-02-05,Mumbai,Gujarat,9997603725,customer192@example.com
C00193,Customer_193,M,2004-04-21,Pune,Kerala,9143198431,customer193@example.com
C00194,Customer_194,M,1991-02-08,Ahmedabad,Telangana,9294872482,customer194@example.com
C00195,Customer_195,F,1998-06-23,Ahmedabad,Tamil Nadu,9604669821,customer195@example.com
C00196,Customer_196,F,1988-04-26,Kochi,Telangana,9819550381,customer196@example.com
C00197,Customer_197,M,2008-06-23,Hyderabad,Telangana,9542000551,customer197@example.com
C00198,Customer_198,F,1982-12-06,Madurai,Kerala,9139403247,customer198@example.com
C00199,Customer_199,F,1973-12-13,Kochi,Telangana,9447112584,customer199@example.com
C00200,Customer_200,M,2004-08-27,Madurai,Kerala,9985758835,customer200@example.com
C00201,Customer_201,M,1999-07-03,Ahmedabad,Maharashtra,9158201193,customer201@example.com
C00202,Customer_202,M,1993-04-04,Kochi,Kerala,9912224654,customer202@example.com
C00203,Customer_203,F,1998-01-20,Ahmedabad,Tamil Nadu,9318568997,customer203@example.com
C00204,Customer_204,F,1994-08-21,Hyderabad,Telangana,9570423569,customer204@example.com
C00205,Customer_205,F,1975-06-13,Chennai,Gujarat,9753770973,customer205@example.com
C00206,Customer_206,M,2001-11-03,Hyderabad,Telangana,9691458887,customer206@example.com
C00207,Customer_207,M,1994-10-10,Madurai,Tamil Nadu,9341270488,customer207@example.com
C00208,Customer_208,M,1990-09-13,Bangalore,Gujarat,9993506934,customer208@example.com
C00209,Customer_209,M,1992-05-10,Pune,Kerala,9857429971,customer209@example.com
C00210,Customer_210,F,1988-08-21,Ahmedabad,Maharashtra,9361704064,customer210@example.com
C00211,Customer_211,F,1994-09-23,Hyderabad,Maharashtra,9304666325,customer211@example.com
C00212,Customer_212,M,2008-10-04,Bangalore,Telangana,9929653607,customer212@example.com
C00213,Customer_213,F,1985-03-31,Pune,Tamil Nadu,9403696046,customer213@example.com
C00214,Customer_214,F,2007-07-27,Ahmedabad,Karnataka,9579476614,customer214@example.com
C00215,Customer_215,F,1985-06-25,Kochi,Kerala,9919128302,customer215@example.com
C00216,Customer_216,F,1990-06-05,Kochi,Karnataka,9848933239,customer216@example.com
C00217,Customer_217,M,1995-08-26,Madurai,Karnataka,9932734539,customer217@example.com
C00218,Customer_218,F,1971-12-17,Kochi,Gujarat,9607854378,customer218@example.com
C00219,Customer_219,F,1987-04-27,Hyderabad,Maharashtra,9139749508,customer219@example.com
C00220,Customer_220,M,1992-07-13,Kochi,Tamil Nadu,9572775194,customer220@example.com
C00221,Customer_221,M,1993-08-05,Ahmedabad,Tamil Nadu,9875718152,customer221@example.com
C00222,Customer_222,M,1988-05-23,Hyderabad,Tamil Nadu,9604111692,customer222@example.com
C00223,Customer_223,F,1985-03-09,Madurai,Gujarat,9186237917,customer223@example.com
C00224,Customer_224,F,2008-03-26,Madurai,Telangana,9773020489,customer224@example.com
C00225,Customer_225,F,2009-02-18,Chennai,Kerala,9173466219,customer225@example.com
C00226,Customer_226,M,1998-04-24,Pune,Karnataka,9901834280,customer226@example.com
C00227,Customer_227,M,1989-06-20,Bangalore,Gujarat,9855797020,customer227@example.com
C00228,Customer_228,M,1989-11-26,Hyderabad,Gujarat,9421549249,customer228@example.com
C00229,Customer_229,M,1972-01-24,Kochi,Tamil Nadu,9415001254,customer229@example.com
C00230,Customer_230,F,1986-10-25,Madurai,Karnataka,9362204999,customer230@example.com
C00231,Customer_231,F,1995-05-22,Hyderabad,Karnataka,9287979290,customer231@example.com
C00232,Customer_232,M,1997-05-04,Madurai,Kerala,9833510170,customer232@example.com
C00233,Customer_233,M,1992-04-28,Hyderabad,Karnataka,9595155950,customer233@example.com
C00234,Customer_234,F,1990-08-13,Pune,Gujarat,9110090412,customer234@example.com
C00235,Customer_235,F,2010-06-05,Pune,Gujarat,9686905284,customer235@example.com
C00236,Customer_236,M,1973-04-25,Ahmedabad,Telangana,9730900313,customer236@example.com
C00237,Customer_237,F,1998-08-30,Madurai,Gujarat,9368540924,customer237@example.com
C00238,Customer_238,F,2007-12-02,Pune,Karnataka,9513061224,customer238@example.com
C00239,Customer_239,F,1974-10-14,Mumbai,Maharashtra,9714097318,customer239@example.com
C00240,Customer_240,F,1995-10-14,Pune,Gujarat,9417001612,customer240@example.com
C00241,Customer_241,M,2007-03-27,Madurai,Telangana,9108695125,customer241@example.com
C00242,Customer_242,M,2010-11-06,Ahmedabad,Telangana,9932945529,customer242@example.com
C00243,Customer_243,M,1997-03-26,Kochi,Karnataka,9783563240,customer243@example.com
C00244,Customer_244,M,1997-11-07,Pune,Gujarat,9911294971,customer244@example.com
C00245,Customer_245,M,1998-03-08,Bangalore,Gujarat,9794002948,customer245@example.com
C00246,Customer_246,M,1983-11-10,Ahmedabad,Tamil Nadu,9722312633,customer246@example.com
C00247,Customer_247,F,2002-11-07,Hyderabad,Tamil Nadu,9416872439,customer247@example.com
C00248,Customer_248,F,2003-07-13,Madurai,Karnataka,9315601773,customer248@example.com
C00249,Customer_249,M,2005-04-13,Kochi,Kerala,9638798023,customer249@example.com
C00250,Customer_250,F,2007-04-03,Hyderabad,Telangana,9985503942,customer250@example.com
C00251,Customer_251,F,2006-03-06,Pune,Gujarat,9463692735,customer251@example.com
C00252,Customer_252,M,1991-01-04,Bangalore,Karnataka,9909763993,customer252@example.com
C00253,Customer_253,M,2008-08-01,Madurai,Kerala,9492747974,customer253@example.com
C00254,Customer_254,M,2005-06-20,Madurai,Tamil Nadu,9383960237,customer254@example.com
C00255,Customer_255,M,1990-05-27,Kochi,Gujarat,9904245086,customer255@example.com
C00256,Customer_256,F,1996-03-22,Madurai,Gujarat,9498866784,customer256@example.com
C00257,Customer_257,M,2000-04-09,Mumbai,Maharashtra,9126870011,customer257@example.com
C00258,Customer_258,F,2011-01-21,Mumbai,Gujarat,9167878777,customer258@example.com
C00259,Customer_259,F,2010-10-17,Pune,Gujarat,9538404342,customer259@example.com
C00260,Customer_260,M,1976-04-09,Chennai,Tamil Nadu,9426808977,customer260@example.com
C00261,Customer_261,F,1975-03-18,Bangalore,Karnataka,9677186272,customer261@example.com
C00262,Customer_262,M,1987-06-08,Ahmedabad,Telangana,9819929088,customer262@example.com
C00263,Customer_263,F,1996-05-06,Hyderabad,Maharashtra,9803217037,customer263@example.com
C00264,Customer_264,M,2007-05-26,Ahmedabad,Kerala,9538211092,customer264@example.com
C00265,Customer_265,F,1971-06-21,Kochi,Karnataka,9576078963,customer265@example.com
C00266,Customer_266,F,1980-08-04,Kochi,Tamil Nadu,9836243579,customer266@example.com
C00267,Customer_267,F,1994-06-04,Kochi,Tamil Nadu,9527499187,customer267@example.com
C00268,Customer_268,F,1978-07-07,Bangalore,Maharashtra,9198433586,customer268@example.com
C00269,Customer_269,M,1998-10-14,Chennai,Tamil Nadu,9944814262,customer269@example.com
C00270,Customer_270,F,1980-12-04,Hyderabad,Kerala,9320337809,customer270@example.com
C00271,Customer_271,M,2007-03-23,Mumbai,Kerala,9331875999,customer271@example.com
C00272,Customer_272,M,1984-09-27,Hyderabad,Kerala,9103044648,customer272@example.com
C00273,Customer_273,F,2008-07-04,Hyderabad,Karnataka,9680051935,customer273@example.com
C00274,Customer_274,F,2005-10-26,Hyderabad,Tamil Nadu,9809805235,customer274@example.com
C00275,Customer_275,M,1975-11-30,Chennai,Telangana,9948239575,customer275@example.com
C00276,Customer_276,M,1996-05-31,Kochi,Tamil Nadu,9287095435,customer276@example.com
C00277,Customer_277,F,1972-05-08,Hyderabad,Gujarat,9552002959,customer277@example.com
C00278,Customer_278,M,2003-06-13,Bangalore,Maharashtra,9581331845,customer278@example.com
C00279,Customer_279,F,1993-01-08,Bangalore,Maharashtra,9640992677,customer279@example.com
C00280,Customer_280,M,1997-08-04,Chennai,Gujarat,9940983577,customer280@example.com
C00281,Customer_281,F,1990-07-19,Chennai,Tamil Nadu,9614302907,customer281@example.com
C00282,Customer_282,F,1989-02-14,Bangalore,Maharashtra,9864935082,customer282@example.com
C00283,Customer_283,F,1973-04-19,Bangalore,Telangana,9753154389,customer283@example.com
C00284,Customer_284,M,1972-12-12,Hyderabad,Telangana,9770355806,customer284@example.com
C00285,Customer_285,F,1987-02-01,Pune,Maharashtra,9642831335,customer285@example.com
C00286,Customer_286,F,1974-06-13,Bangalore,Gujarat,9798916441,customer286@example.com
C00287,Customer_287,M,1989-04-17,Ahmedabad,Karnataka,9544328940,customer287@example.com
C00288,Customer_288,F,2007-02-12,Ahmedabad,Maharashtra,9546665485,customer288@example.com
C00289,Customer_289,M,1984-01-08,Madurai,Telangana,9814154134,customer289@example.com
C00290,Customer_290,F,1986-10-16,Hyderabad,Gujarat,9609241268,customer290@example.com
C00291,Customer_291,M,1974-02-03,Bangalore,Tamil Nadu,9563723880,customer291@example.com
C00292,Customer_292,M,2003-05-27,Kochi,Karnataka,9697398528,customer292@example.com
C00293,Customer_293,M,1996-04-22,Kochi,Gujarat,9231244840,customer293@example.com
C00294,Customer_294,F,1985-11-11,Madurai,Gujarat,9155239803,customer294@example.com
C00295,Customer_295,F,1996-12-07,Pune,Telangana,9211240259,customer295@example.com
C00296,Customer_296,M,1976-12-10,Ahmedabad,Karnataka,9216198604,customer296@example.com
C00297,Customer_297,F,2007-12-03,Kochi,Tamil Nadu,9918841563,customer297@example.com
C00298,Customer_298,F,1995-10-03,Mumbai,Maharashtra,9702332331,customer298@example.com
C00299,Customer_299,M,1997-04-26,Pune,Tamil Nadu,9293720285,customer299@example.com
C00300,Customer_300,F,2001-07-10,Pune,Telangana,9476908532,customer300@example.com
C00301,Customer_301,M,1978-02-20,Hyderabad,Kerala,9805818425,customer301@example.com
C00302,Customer_302,F,1973-02-14,Hyderabad,Gujarat,9779863265,customer302@example.com
C00303,Customer_303,M,1974-02-12,Mumbai,Maharashtra,9550791704,customer303@example.com
C00304,Customer_304,F,1985-04-17,Hyderabad,Telangana,9434618074,customer304@example.com
C00305,Customer_305,F,2004-11-05,Bangalore,Tamil Nadu,9267052653,customer305@example.com
C00306,Customer_306,M,2003-11-04,Chennai,Gujarat,9187597497,customer306@example.com
C00307,Customer_307,F,1989-11-16,Madurai,Maharashtra,9751842899,customer307@example.com
C00308,Customer_308,F,1988-07-30,Pune,Karnataka,9910614025,customer308@example.com
C00309,Customer_309,M,1985-06-26,Madurai,Tamil Nadu,9404133583,customer309@example.com
C00310,Customer_310,F,1993-08-21,Pune,Tamil Nadu,9336779871,customer310@example.com
C00311,Customer_311,F,1996-11-19,Chennai,Tamil Nadu,9319497661,customer311@example.com
C00312,Customer_312,F,1979-06-23,Hyderabad,Telangana,9410791488,customer312@example.com
C00313,Customer_313,F,1975-05-20,Chennai,Maharashtra,9902100304,customer313@example.com
C00314,Customer_314,F,1977-11-18,Hyderabad,Maharashtra,9671855941,customer314@example.com
C00315,Customer_315,M,1992-06-10,Kochi,Tamil Nadu,9526351920,customer315@example.com
